[473732.241] Initializing Lua 5.1.4
[474533.081] Tutorial: Loaded Additional Tutorial checks - Assets\DLC\Expansion\Tutorial\lua\TutorialInclude_Expansion1.lua
[474533.789] GenericPopup: Loaded Popup - Assets\DLC\Expansion2\UI\InGame\PopupsGeneric\ConfirmImprovementRebuildPopup.lua
[474533.789] GenericPopup: Loaded Popup - Assets\DLC\Expansion2\UI\InGame\PopupsGeneric\DeclareWarMovePopup.lua
[474533.789] GenericPopup: Loaded Popup - Assets\DLC\Expansion2\UI\InGame\PopupsGeneric\PuppetCityPopup.lua
[474533.789] GenericPopup: Loaded Popup - Assets\DLC\Expansion2\UI\InGame\PopupsGeneric\DeclareWarPlunderTradeRoutePopup.lua
[474533.789] GenericPopup: Loaded Popup - Assets\DLC\Expansion2\UI\InGame\PopupsGeneric\DeclareWarRangeStrikePopup.lua
[474533.789] GenericPopup: Loaded Popup - Assets\UI\InGame\PopupsGeneric\ConfirmImprovementRebuildPopup.lua
[474533.789] GenericPopup: Loaded Popup - Assets\UI\InGame\PopupsGeneric\NetworkKickedPopup.lua
[474533.789] GenericPopup: Loaded Popup - Assets\UI\InGame\PopupsGeneric\CityPlotManagementPopup.lua
[474533.789] GenericPopup: Loaded Popup - Assets\UI\InGame\PopupsGeneric\ConfirmCommandPopup.lua
[474533.789] GenericPopup: Loaded Popup - Assets\UI\InGame\PopupsGeneric\MinorCivEnterTerritoryPopup.lua
[474533.789] GenericPopup: Loaded Popup - Assets\UI\InGame\PopupsGeneric\LiberateMinorPopup.lua
[474533.789] GenericPopup: Loaded Popup - Assets\UI\InGame\PopupsGeneric\ReturnCivilianPopup.lua
[474533.789] GenericPopup: Loaded Popup - Assets\UI\InGame\PopupsGeneric\AnnexCityPopup.lua
[474533.789] GenericPopup: Loaded Popup - Assets\UI\InGame\PopupsGeneric\DeclareWarMovePopup.lua
[474533.789] GenericPopup: Loaded Popup - Assets\UI\InGame\PopupsGeneric\BarbarianRansomPopup.lua
[474533.789] GenericPopup: Loaded Popup - Assets\UI\InGame\PopupsGeneric\ConfirmGiftPopup.lua
[474533.789] GenericPopup: Loaded Popup - Assets\UI\InGame\PopupsGeneric\ConfirmCityTaskPopup.lua
[474533.789] GenericPopup: Loaded Popup - Assets\UI\InGame\PopupsGeneric\PuppetCityPopup.lua
[474533.789] GenericPopup: Loaded Popup - Assets\UI\InGame\PopupsGeneric\DeclareWarRangeStrikePopup.lua
[474533.790] GenericPopup: Loaded Popup - Assets\UI\InGame\PopupsGeneric\ConfirmPolicyBranchPopup.lua
[474533.790] GenericPopup: Loaded Popup - Assets\UI\InGame\PopupsGeneric\MinorCivGoldPopup.lua
[474534.040] EconomicGeneralInfo: Total Units - 2
[474534.040] EconomicGeneralInfo: Maint Free Units - 0
[474534.040] EconomicGeneralInfo: Paid Units - 2
[474534.048] EconomicGeneralInfo: Total Units - 2
[474534.048] EconomicGeneralInfo: Maint Free Units - 0
[474534.048] EconomicGeneralInfo: Paid Units - 2
[474534.437] ChoosePantheonPopup: -220
[474534.437] ChoosePantheonPopup: 963
[474534.437] ChoosePantheonPopup: 743
[474534.556] ChooseIdeologyPopup: -220
[474534.556] ChooseIdeologyPopup: 963
[474534.556] ChooseIdeologyPopup: 743
[474534.701] OptionsMenu: Max resolution: 3360 x 2100
[474534.705] OptionsMenu: Max resolution: 3360 x 2100
[474535.262] AdvisorInfoPopup: Closing Advisor Info
[474535.262] Demographics: Dequeuing demographics
[474535.262] Demographics: Dequeuing demographics
[474548.487] InGame: OnInterfaceModeChanged
[474548.487] InGame: oldInterfaceMode: 1
[474548.487] InGame: newInterfaceMode: 3
[474552.420] InGame: OnInterfaceModeChanged
[474552.420] InGame: oldInterfaceMode: 3
[474552.420] InGame: newInterfaceMode: 1
[474580.264] NotificationPanel: Attempt to remove unknown Notification 0
[474582.533] TechPopup: stealingTechTargetPlayerID: -1
[474582.533] TechPopup: iValue: 0
[474586.254] InGame: OnInterfaceModeChanged
[474586.254] InGame: oldInterfaceMode: 1
[474586.254] InGame: newInterfaceMode: 3
[474589.482] InGame: OnInterfaceModeChanged
[474589.482] InGame: oldInterfaceMode: 3
[474589.482] InGame: newInterfaceMode: 1
[474604.442] InGame: OnInterfaceModeChanged
[474604.442] InGame: oldInterfaceMode: 1
[474604.442] InGame: newInterfaceMode: 3
[474605.377] InGame: OnInterfaceModeChanged
[474605.377] InGame: oldInterfaceMode: 3
[474605.377] InGame: newInterfaceMode: 1
[474614.813] InGame: OnInterfaceModeChanged
[474614.813] InGame: oldInterfaceMode: 1
[474614.813] InGame: newInterfaceMode: 3
[474615.873] InGame: OnInterfaceModeChanged
[474615.873] InGame: oldInterfaceMode: 3
[474615.873] InGame: newInterfaceMode: 1
[474628.645] InGame: OnInterfaceModeChanged
[474628.645] InGame: oldInterfaceMode: 1
[474628.645] InGame: newInterfaceMode: 3
[474630.904] InGame: OnInterfaceModeChanged
[474630.904] InGame: oldInterfaceMode: 3
[474630.904] InGame: newInterfaceMode: 1
[474635.354] NotificationPanel: Attempt to remove unknown Notification 1
[474640.951] InGame: OnInterfaceModeChanged
[474640.952] InGame: oldInterfaceMode: 1
[474640.952] InGame: newInterfaceMode: 3
[474641.926] InGame: OnInterfaceModeChanged
[474641.926] InGame: oldInterfaceMode: 3
[474641.926] InGame: newInterfaceMode: 1
[474655.816] InGame: OnInterfaceModeChanged
[474655.817] InGame: oldInterfaceMode: 1
[474655.817] InGame: newInterfaceMode: 3
[474657.520] InGame: OnInterfaceModeChanged
[474657.520] InGame: oldInterfaceMode: 3
[474657.520] InGame: newInterfaceMode: 1
[474667.387] NotificationPanel: Attempt to remove unknown Notification 2
[474673.909] InGame: OnInterfaceModeChanged
[474673.909] InGame: oldInterfaceMode: 1
[474673.909] InGame: newInterfaceMode: 3
[474675.059] InGame: OnInterfaceModeChanged
[474675.060] InGame: oldInterfaceMode: 3
[474675.060] InGame: newInterfaceMode: 1
[474698.070] TechPopup: stealingTechTargetPlayerID: -1
[474698.070] TechPopup: iValue: 0
[474708.557] NotificationPanel: Attempt to remove unknown Notification 3
[474712.204] NotificationPanel: Attempt to remove unknown Notification 4
[474722.563] NotificationPanel: Attempt to remove unknown Notification 5
[474728.600] InGame: OnInterfaceModeChanged
[474728.601] InGame: oldInterfaceMode: 1
[474728.601] InGame: newInterfaceMode: 3
[474729.599] InGame: OnInterfaceModeChanged
[474729.600] InGame: oldInterfaceMode: 3
[474729.600] InGame: newInterfaceMode: 1
[474763.732] NotificationPanel: Attempt to remove unknown Notification 6
[474770.468] InGame: OnInterfaceModeChanged
[474770.468] InGame: oldInterfaceMode: 1
[474770.469] InGame: newInterfaceMode: 3
[474772.485] InGame: OnInterfaceModeChanged
[474772.485] InGame: oldInterfaceMode: 3
[474772.485] InGame: newInterfaceMode: 1
[474784.562] NotificationPanel: Attempt to remove unknown Notification 7
[474813.722] InGame: OnInterfaceModeChanged
[474813.722] InGame: oldInterfaceMode: 1
[474813.722] InGame: newInterfaceMode: 10
[474815.613] InGame: OnInterfaceModeChanged
[474815.613] InGame: oldInterfaceMode: 10
[474815.613] InGame: newInterfaceMode: 1
[474820.214] InGame: OnInterfaceModeChanged
[474820.214] InGame: oldInterfaceMode: 1
[474820.214] InGame: newInterfaceMode: 3
[474825.114] InGame: OnInterfaceModeChanged
[474825.114] InGame: oldInterfaceMode: 3
[474825.114] InGame: newInterfaceMode: 1
[474836.325] InGame: OnInterfaceModeChanged
[474836.325] InGame: oldInterfaceMode: 1
[474836.325] InGame: newInterfaceMode: 3
[474838.759] InGame: OnInterfaceModeChanged
[474838.759] InGame: oldInterfaceMode: 3
[474838.759] InGame: newInterfaceMode: 1
[474842.250] NotificationPanel: Attempt to remove unknown Notification 8
[474844.079] TechPopup: stealingTechTargetPlayerID: -1
[474844.079] TechPopup: iValue: 0
[474847.544] InGame: OnInterfaceModeChanged
[474847.544] InGame: oldInterfaceMode: 1
[474847.544] InGame: newInterfaceMode: 10
[474851.129] InGame: OnInterfaceModeChanged
[474851.129] InGame: oldInterfaceMode: 10
[474851.129] InGame: newInterfaceMode: 1
[474853.649] InGame: OnInterfaceModeChanged
[474853.649] InGame: oldInterfaceMode: 1
[474853.649] InGame: newInterfaceMode: 3
[474855.712] InGame: OnInterfaceModeChanged
[474855.712] InGame: oldInterfaceMode: 3
[474855.712] InGame: newInterfaceMode: 1
[474858.142] NotificationPanel: Attempt to remove unknown Notification 9
[474868.415] InGame: OnInterfaceModeChanged
[474868.416] InGame: oldInterfaceMode: 1
[474868.416] InGame: newInterfaceMode: 10
[474870.306] InGame: OnInterfaceModeChanged
[474870.306] InGame: oldInterfaceMode: 10
[474870.306] InGame: newInterfaceMode: 1
[474881.083] InGame: OnInterfaceModeChanged
[474881.083] InGame: oldInterfaceMode: 1
[474881.083] InGame: newInterfaceMode: 10
[474882.440] InGame: OnInterfaceModeChanged
[474882.440] InGame: oldInterfaceMode: 10
[474882.440] InGame: newInterfaceMode: 3
[474884.875] InGame: OnInterfaceModeChanged
[474884.875] InGame: oldInterfaceMode: 3
[474884.875] InGame: newInterfaceMode: 1
[474887.171] NotificationPanel: Attempt to remove unknown Notification 10
[474901.979] InGame: OnInterfaceModeChanged
[474901.979] InGame: oldInterfaceMode: 1
[474901.979] InGame: newInterfaceMode: 10
[474903.877] InGame: OnInterfaceModeChanged
[474903.877] InGame: oldInterfaceMode: 10
[474903.877] InGame: newInterfaceMode: 1
[474903.965] NotificationPanel: Attempt to remove unknown Notification 11
[474915.317] InGame: OnInterfaceModeChanged
[474915.317] InGame: oldInterfaceMode: 1
[474915.317] InGame: newInterfaceMode: 3
[474916.546] InGame: OnInterfaceModeChanged
[474916.546] InGame: oldInterfaceMode: 3
[474916.546] InGame: newInterfaceMode: 1
[474926.410] SocialPolicyPopup: In UpdateDisplay()
[474940.888] NotificationPanel: Attempt to remove unknown Notification 12
[474950.554] SocialPolicyPopup: In UpdateDisplay()
[474961.281] InGame: OnInterfaceModeChanged
[474961.281] InGame: oldInterfaceMode: 1
[474961.281] InGame: newInterfaceMode: 10
[474963.330] InGame: OnInterfaceModeChanged
[474963.330] InGame: oldInterfaceMode: 10
[474963.330] InGame: newInterfaceMode: 1
[474996.380] TechPopup: stealingTechTargetPlayerID: -1
[474996.380] TechPopup: iValue: 0
[474998.652] NotificationPanel: Attempt to remove unknown Notification 13
[475000.734] InGame: OnInterfaceModeChanged
[475000.734] InGame: oldInterfaceMode: 1
[475000.734] InGame: newInterfaceMode: 3
[475003.214] InGame: OnInterfaceModeChanged
[475003.215] InGame: oldInterfaceMode: 3
[475003.215] InGame: newInterfaceMode: 1
[475009.899] InGame: OnInterfaceModeChanged
[475009.899] InGame: oldInterfaceMode: 1
[475009.899] InGame: newInterfaceMode: 3
[475011.601] InGame: OnInterfaceModeChanged
[475011.601] InGame: oldInterfaceMode: 3
[475011.601] InGame: newInterfaceMode: 1
[475017.949] NotificationPanel: Attempt to remove unknown Notification 14
[475040.062] NotificationPanel: Attempt to remove unknown Notification 15
[475051.789] NotificationPanel: Attempt to remove unknown Notification 16
[475051.789] NotificationPanel: Attempt to remove unknown Notification 17
[475066.044] NotificationPanel: Attempt to remove unknown Notification 19
[475095.071] NotificationPanel: Attempt to remove unknown Notification 20
[475097.186] NotificationPanel: Attempt to remove unknown Notification 18
[475111.648] SocialPolicyPopup: In UpdateDisplay()
[475141.333] SocialPolicyPopup: In UpdateDisplay()
[475160.105] InGame: OnInterfaceModeChanged
[475160.105] InGame: oldInterfaceMode: 1
[475160.105] InGame: newInterfaceMode: 3
[475160.873] InGame: OnInterfaceModeChanged
[475160.873] InGame: oldInterfaceMode: 3
[475160.873] InGame: newInterfaceMode: 1
[475174.927] ActionInfoPanel: UI thinks that we can't end turn, but the notification system disagrees
[475194.254] NotificationPanel: Attempt to remove unknown Notification 22
[475194.256] NotificationPanel: Attempt to remove unknown Notification 21
[475207.102] TechPopup: stealingTechTargetPlayerID: -1
[475207.102] TechPopup: iValue: 0
[475212.141] TechTree: popupInfo.Data1: 0
[475212.141] TechTree: popupInfo.Data2: -1
[475212.141] TechTree: popupInfo.Data3: 0
[475234.783] NotificationPanel: Attempt to remove unknown Notification 24
[475234.785] NotificationPanel: Attempt to remove unknown Notification 23
[475234.785] NotificationPanel: Attempt to remove unknown Notification 25
[475252.615] InGame: OnInterfaceModeChanged
[475252.615] InGame: oldInterfaceMode: 1
[475252.615] InGame: newInterfaceMode: 3
[475253.839] InGame: OnInterfaceModeChanged
[475253.839] InGame: oldInterfaceMode: 3
[475253.839] InGame: newInterfaceMode: 1
[475265.486] NotificationPanel: Attempt to remove unknown Notification 28
[475269.617] InGame: OnInterfaceModeChanged
[475269.617] InGame: oldInterfaceMode: 1
[475269.617] InGame: newInterfaceMode: 3
[475270.686] InGame: OnInterfaceModeChanged
[475270.686] InGame: oldInterfaceMode: 3
[475270.686] InGame: newInterfaceMode: 1
[475270.822] NotificationPanel: Attempt to remove unknown Notification 29
[475290.013] NotificationPanel: Attempt to remove unknown Notification 27
[475290.987] NotificationPanel: Attempt to remove unknown Notification 26
[475310.163] InGame: OnInterfaceModeChanged
[475310.163] InGame: oldInterfaceMode: 1
[475310.163] InGame: newInterfaceMode: 3
[475311.118] InGame: OnInterfaceModeChanged
[475311.118] InGame: oldInterfaceMode: 3
[475311.118] InGame: newInterfaceMode: 1
[475312.235] NotificationPanel: Attempt to remove unknown Notification 30
[475318.607] InGame: OnInterfaceModeChanged
[475318.607] InGame: oldInterfaceMode: 1
[475318.607] InGame: newInterfaceMode: 3
[475324.969] InGame: OnInterfaceModeChanged
[475324.969] InGame: oldInterfaceMode: 3
[475324.969] InGame: newInterfaceMode: 1
[475326.623] NotificationPanel: Attempt to remove unknown Notification 31
[475327.358] InGame: OnInterfaceModeChanged
[475327.358] InGame: oldInterfaceMode: 1
[475327.358] InGame: newInterfaceMode: 3
[475328.939] InGame: OnInterfaceModeChanged
[475328.939] InGame: oldInterfaceMode: 3
[475328.939] InGame: newInterfaceMode: 1
[475338.559] InGame: OnInterfaceModeChanged
[475338.559] InGame: oldInterfaceMode: 1
[475338.559] InGame: newInterfaceMode: 3
[475340.140] NotificationPanel: Attempt to remove unknown Notification 33
[475340.552] InGame: OnInterfaceModeChanged
[475340.553] InGame: oldInterfaceMode: 3
[475340.553] InGame: newInterfaceMode: 1
[475346.664] SocialPolicyPopup: In UpdateDisplay()
[475352.791] SocialPolicyPopup: Clicked on Policy: 14
[475352.791] SocialPolicyPopup: bHasPolicy: false
[475352.791] SocialPolicyPopup: bCanAdoptPolicy: true
[475352.791] SocialPolicyPopup: Policy Blocked: false
[475353.807] SocialPolicyPopup: In UpdateDisplay()
[475359.913] NotificationPanel: Attempt to remove unknown Notification 32
[475369.622] InGame: OnInterfaceModeChanged
[475369.622] InGame: oldInterfaceMode: 1
[475369.622] InGame: newInterfaceMode: 3
[475372.154] InGame: OnInterfaceModeChanged
[475372.154] InGame: oldInterfaceMode: 3
[475372.154] InGame: newInterfaceMode: 1
[475374.022] NotificationPanel: Attempt to remove unknown Notification 34
[475374.540] InGame: OnInterfaceModeChanged
[475374.541] InGame: oldInterfaceMode: 1
[475374.541] InGame: newInterfaceMode: 3
[475375.574] InGame: OnInterfaceModeChanged
[475375.574] InGame: oldInterfaceMode: 3
[475375.574] InGame: newInterfaceMode: 1
[475378.016] InGame: OnInterfaceModeChanged
[475378.016] InGame: oldInterfaceMode: 1
[475378.017] InGame: newInterfaceMode: 10
[475379.395] InGame: OnInterfaceModeChanged
[475379.396] InGame: oldInterfaceMode: 10
[475379.396] InGame: newInterfaceMode: 1
[475380.920] NotificationPanel: Attempt to remove unknown Notification 35
[475381.977] InGame: OnInterfaceModeChanged
[475381.977] InGame: oldInterfaceMode: 1
[475381.977] InGame: newInterfaceMode: 10
[475383.645] InGame: OnInterfaceModeChanged
[475383.646] InGame: oldInterfaceMode: 10
[475383.646] InGame: newInterfaceMode: 1
[475390.565] TechPopup: stealingTechTargetPlayerID: -1
[475390.565] TechPopup: iValue: 0
[475413.225] NotificationPanel: Attempt to remove unknown Notification 37
[475421.680] NotificationPanel: Attempt to remove unknown Notification 40
[475422.592] InGame: OnInterfaceModeChanged
[475422.592] InGame: oldInterfaceMode: 1
[475422.592] InGame: newInterfaceMode: 10
[475424.799] InGame: OnInterfaceModeChanged
[475424.799] InGame: oldInterfaceMode: 10
[475424.799] InGame: newInterfaceMode: 1
[475431.238] NotificationPanel: Attempt to remove unknown Notification 38
[475437.086] InGame: OnInterfaceModeChanged
[475437.086] InGame: oldInterfaceMode: 1
[475437.086] InGame: newInterfaceMode: 10
[475439.507] InGame: OnInterfaceModeChanged
[475439.507] InGame: oldInterfaceMode: 10
[475439.507] InGame: newInterfaceMode: 1
[475446.071] NotificationPanel: Attempt to remove unknown Notification 39
[475456.896] InGame: OnInterfaceModeChanged
[475456.896] InGame: oldInterfaceMode: 1
[475456.896] InGame: newInterfaceMode: 10
[475458.430] InGame: OnInterfaceModeChanged
[475458.430] InGame: oldInterfaceMode: 10
[475458.430] InGame: newInterfaceMode: 1
[475460.467] InGame: OnInterfaceModeChanged
[475460.467] InGame: oldInterfaceMode: 1
[475460.467] InGame: newInterfaceMode: 10
[475462.467] InGame: OnInterfaceModeChanged
[475462.467] InGame: oldInterfaceMode: 10
[475462.467] InGame: newInterfaceMode: 1
[475466.368] NotificationPanel: Attempt to remove unknown Notification 36
[475476.471] InGame: OnInterfaceModeChanged
[475476.471] InGame: oldInterfaceMode: 1
[475476.471] InGame: newInterfaceMode: 10
[475476.559] NotificationPanel: Attempt to remove unknown Notification 42
[475478.700] InGame: OnInterfaceModeChanged
[475478.701] InGame: oldInterfaceMode: 10
[475478.701] InGame: newInterfaceMode: 1
[475492.339] NotificationPanel: Attempt to remove unknown Notification 41
[475492.339] NotificationPanel: Attempt to remove unknown Notification 43
[475501.570] InGame: OnInterfaceModeChanged
[475501.570] InGame: oldInterfaceMode: 1
[475501.570] InGame: newInterfaceMode: 10
[475505.386] InGame: OnInterfaceModeChanged
[475505.386] InGame: oldInterfaceMode: 10
[475505.386] InGame: newInterfaceMode: 3
[475507.573] InGame: OnInterfaceModeChanged
[475507.573] InGame: oldInterfaceMode: 3
[475507.573] InGame: newInterfaceMode: 1
[475516.036] NotificationPanel: Attempt to remove unknown Notification 45
[475536.482] InGame: OnInterfaceModeChanged
[475536.482] InGame: oldInterfaceMode: 1
[475536.482] InGame: newInterfaceMode: 3
[475537.384] InGame: OnInterfaceModeChanged
[475537.384] InGame: oldInterfaceMode: 3
[475537.384] InGame: newInterfaceMode: 1
[475538.381] NotificationPanel: Attempt to remove unknown Notification 46
[475544.072] InGame: OnInterfaceModeChanged
[475544.072] InGame: oldInterfaceMode: 1
[475544.072] InGame: newInterfaceMode: 10
[475546.456] InGame: OnInterfaceModeChanged
[475546.456] InGame: oldInterfaceMode: 10
[475546.456] InGame: newInterfaceMode: 1
[475558.281] TechPopup: stealingTechTargetPlayerID: -1
[475558.281] TechPopup: iValue: 0
[475573.203] NotificationPanel: Attempt to remove unknown Notification 47
[475575.503] NotificationPanel: Attempt to remove unknown Notification 44
[475575.503] NotificationPanel: Attempt to remove unknown Notification 48
[475583.894] SocialPolicyPopup: In UpdateDisplay()
[475600.651] SocialPolicyPopup: Clicked on Policy: 13
[475600.651] SocialPolicyPopup: bHasPolicy: false
[475600.651] SocialPolicyPopup: bCanAdoptPolicy: true
[475600.651] SocialPolicyPopup: Policy Blocked: false
[475601.854] SocialPolicyPopup: In UpdateDisplay()
[475615.376] InGame: OnInterfaceModeChanged
[475615.376] InGame: oldInterfaceMode: 1
[475615.376] InGame: newInterfaceMode: 3
[475617.750] InGame: OnInterfaceModeChanged
[475617.750] InGame: oldInterfaceMode: 3
[475617.750] InGame: newInterfaceMode: 1
[475650.440] NotificationPanel: Attempt to remove unknown Notification 49
[475664.815] NotificationPanel: Attempt to remove unknown Notification 51
[475666.231] TechPopup: stealingTechTargetPlayerID: -1
[475666.231] TechPopup: iValue: 1
[475694.478] TechPopup: stealingTechTargetPlayerID: -1
[475694.478] TechPopup: iValue: 0
[475702.579] NotificationPanel: Attempt to remove unknown Notification 50
[475710.817] InGame: OnInterfaceModeChanged
[475710.817] InGame: oldInterfaceMode: 1
[475710.817] InGame: newInterfaceMode: 3
[475713.035] InGame: OnInterfaceModeChanged
[475713.035] InGame: oldInterfaceMode: 3
[475713.035] InGame: newInterfaceMode: 1
[475741.697] NotificationPanel: Attempt to remove unknown Notification 53
[475742.242] NotificationPanel: Attempt to remove unknown Notification 52
[475785.453] TechPopup: stealingTechTargetPlayerID: -1
[475785.453] TechPopup: iValue: 0
[475791.594] NotificationPanel: Attempt to remove unknown Notification 55
[475801.554] NotificationPanel: Attempt to remove unknown Notification 54
[475801.554] NotificationPanel: Attempt to remove unknown Notification 56
[475850.661] NotificationPanel: Attempt to remove unknown Notification 57
[475864.491] TechPopup: stealingTechTargetPlayerID: -1
[475864.491] TechPopup: iValue: 0
[475879.930] TechTree: popupInfo.Data1: 0
[475879.930] TechTree: popupInfo.Data2: -1
[475879.930] TechTree: popupInfo.Data3: 0
[475886.452] NotificationPanel: Attempt to remove unknown Notification 59
[475934.329] InGame: OnInterfaceModeChanged
[475934.329] InGame: oldInterfaceMode: 1
[475934.329] InGame: newInterfaceMode: 3
[475935.140] InGame: OnInterfaceModeChanged
[475935.140] InGame: oldInterfaceMode: 3
[475935.140] InGame: newInterfaceMode: 1
[475939.877] NotificationPanel: Attempt to remove unknown Notification 58
[475939.877] NotificationPanel: Attempt to remove unknown Notification 60
[475990.546] NotificationPanel: Attempt to remove unknown Notification 64
[475993.026] TechPopup: stealingTechTargetPlayerID: -1
[475993.026] TechPopup: iValue: 0
[476025.476] NotificationPanel: Attempt to remove unknown Notification 65
[476045.679] NotificationPanel: Attempt to remove unknown Notification 62
[476052.569] NotificationPanel: Attempt to remove unknown Notification 63
[476061.805] InGame: OnInterfaceModeChanged
[476061.805] InGame: oldInterfaceMode: 1
[476061.805] InGame: newInterfaceMode: 21
[476061.807] InGame: OnInterfaceModeChanged
[476061.807] InGame: oldInterfaceMode: 21
[476061.807] InGame: newInterfaceMode: 1
[476061.809] InGame: OnInterfaceModeChanged
[476061.809] InGame: oldInterfaceMode: 1
[476061.809] InGame: newInterfaceMode: 21
[476063.304] InGame: OnInterfaceModeChanged
[476063.305] InGame: oldInterfaceMode: 21
[476063.305] InGame: newInterfaceMode: 1
[476067.065] InGame: OnInterfaceModeChanged
[476067.065] InGame: oldInterfaceMode: 1
[476067.065] InGame: newInterfaceMode: 21
[476067.069] InGame: OnInterfaceModeChanged
[476067.069] InGame: oldInterfaceMode: 21
[476067.069] InGame: newInterfaceMode: 1
[476067.072] InGame: OnInterfaceModeChanged
[476067.072] InGame: oldInterfaceMode: 1
[476067.072] InGame: newInterfaceMode: 21
[476069.433] InGame: OnInterfaceModeChanged
[476069.433] InGame: oldInterfaceMode: 21
[476069.433] InGame: newInterfaceMode: 1
[476083.958] NotificationPanel: Attempt to remove unknown Notification 61
[476095.587] InGame: OnInterfaceModeChanged
[476095.587] InGame: oldInterfaceMode: 1
[476095.587] InGame: newInterfaceMode: 21
[476095.589] InGame: OnInterfaceModeChanged
[476095.589] InGame: oldInterfaceMode: 21
[476095.589] InGame: newInterfaceMode: 1
[476095.591] InGame: OnInterfaceModeChanged
[476095.591] InGame: oldInterfaceMode: 1
[476095.591] InGame: newInterfaceMode: 21
[476097.188] InGame: OnInterfaceModeChanged
[476097.188] InGame: oldInterfaceMode: 21
[476097.188] InGame: newInterfaceMode: 1
[476106.931] InGame: OnInterfaceModeChanged
[476106.932] InGame: oldInterfaceMode: 1
[476106.932] InGame: newInterfaceMode: 3
[476108.308] InGame: OnInterfaceModeChanged
[476108.308] InGame: oldInterfaceMode: 3
[476108.308] InGame: newInterfaceMode: 1
[476113.456] NotificationPanel: Attempt to remove unknown Notification 66
[476113.704] InGame: OnInterfaceModeChanged
[476113.704] InGame: oldInterfaceMode: 1
[476113.704] InGame: newInterfaceMode: 3
[476114.768] InGame: OnInterfaceModeChanged
[476114.768] InGame: oldInterfaceMode: 3
[476114.768] InGame: newInterfaceMode: 1
[476126.598] SocialPolicyPopup: In UpdateDisplay()
[476158.755] SocialPolicyPopup: Clicked on Policy: 15
[476158.755] SocialPolicyPopup: bHasPolicy: false
[476158.755] SocialPolicyPopup: bCanAdoptPolicy: true
[476158.755] SocialPolicyPopup: Policy Blocked: false
[476159.626] SocialPolicyPopup: In UpdateDisplay()
[476174.107] InGame: OnInterfaceModeChanged
[476174.107] InGame: oldInterfaceMode: 1
[476174.107] InGame: newInterfaceMode: 3
[476175.519] InGame: OnInterfaceModeChanged
[476175.519] InGame: oldInterfaceMode: 3
[476175.519] InGame: newInterfaceMode: 1
[476178.015] NotificationPanel: Attempt to remove unknown Notification 67
[476193.356] TechPopup: stealingTechTargetPlayerID: -1
[476193.356] TechPopup: iValue: 0
[476197.512] InGame: OnInterfaceModeChanged
[476197.513] InGame: oldInterfaceMode: 1
[476197.513] InGame: newInterfaceMode: 3
[476198.774] InGame: OnInterfaceModeChanged
[476198.774] InGame: oldInterfaceMode: 3
[476198.774] InGame: newInterfaceMode: 1
[476203.160] NotificationPanel: Attempt to remove unknown Notification 68
[476216.053] NotificationPanel: Attempt to remove unknown Notification 69
[476237.425] InGame: OnInterfaceModeChanged
[476237.425] InGame: oldInterfaceMode: 1
[476237.425] InGame: newInterfaceMode: 3
[476238.679] InGame: OnInterfaceModeChanged
[476238.679] InGame: oldInterfaceMode: 3
[476238.679] InGame: newInterfaceMode: 1
[476248.225] NotificationPanel: Attempt to remove unknown Notification 70
[476261.025] InGame: OnInterfaceModeChanged
[476261.025] InGame: oldInterfaceMode: 1
[476261.025] InGame: newInterfaceMode: 10
[476262.841] InGame: OnInterfaceModeChanged
[476262.841] InGame: oldInterfaceMode: 10
[476262.841] InGame: newInterfaceMode: 1
[476264.671] InGame: OnInterfaceModeChanged
[476264.671] InGame: oldInterfaceMode: 1
[476264.671] InGame: newInterfaceMode: 10
[476268.367] InGame: OnInterfaceModeChanged
[476268.367] InGame: oldInterfaceMode: 10
[476268.367] InGame: newInterfaceMode: 1
[476274.855] InGame: OnInterfaceModeChanged
[476274.856] InGame: oldInterfaceMode: 1
[476274.856] InGame: newInterfaceMode: 10
[476279.239] InGame: OnInterfaceModeChanged
[476279.239] InGame: oldInterfaceMode: 10
[476279.240] InGame: newInterfaceMode: 1
[476298.188] InGame: OnInterfaceModeChanged
[476298.189] InGame: oldInterfaceMode: 1
[476298.189] InGame: newInterfaceMode: 21
[476298.191] InGame: OnInterfaceModeChanged
[476298.191] InGame: oldInterfaceMode: 21
[476298.191] InGame: newInterfaceMode: 1
[476298.195] InGame: OnInterfaceModeChanged
[476298.195] InGame: oldInterfaceMode: 1
[476298.195] InGame: newInterfaceMode: 21
[476299.591] InGame: OnInterfaceModeChanged
[476299.591] InGame: oldInterfaceMode: 21
[476299.591] InGame: newInterfaceMode: 1
[476306.843] InGame: OnInterfaceModeChanged
[476306.843] InGame: oldInterfaceMode: 1
[476306.843] InGame: newInterfaceMode: 10
[476308.924] InGame: OnInterfaceModeChanged
[476308.924] InGame: oldInterfaceMode: 10
[476308.924] InGame: newInterfaceMode: 1
[476310.127] InGame: OnInterfaceModeChanged
[476310.127] InGame: oldInterfaceMode: 1
[476310.127] InGame: newInterfaceMode: 10
[476312.255] InGame: OnInterfaceModeChanged
[476312.255] InGame: oldInterfaceMode: 10
[476312.255] InGame: newInterfaceMode: 1
[476318.200] NotificationPanel: Attempt to remove unknown Notification 72
[476323.680] NotificationPanel: Attempt to remove unknown Notification 71
[476335.149] InGame: OnInterfaceModeChanged
[476335.149] InGame: oldInterfaceMode: 1
